tier,role,patch,matchId,participantId,team_teamId,gameDuration,kills,deaths,assists,kda,goldEarned,gpm,totalDamageDealtToChampions,dpm,totalMinionsKilled,neutralMinionsKilled,cspm,visionScore,wardsPlaced,wardsKilled,team_obj_dragon_kills,team_obj_baron_kills,team_obj_tower_kills,gold_diff_10,xp_diff_10,cs_diff_10,lane_pressure_index
BRONZE,TOP,15.24,KR_7943290103,1,100,2128,1,6,17,3.0,12067,340.23496240601503,14885,419.6898496240601,135,4,3.919172932330827,26,12,0,4,1,11,-642.0,-148.0,-16.0,-268.6666666666667
