dataset_type,tier,match_id,patch,duration_min,role,champion,win,kills,deaths,assists,kda,player_damage,dpm,total_gold,gpm,cs_total,cspm,teamkills,kp,aggression_index,damage_share,team_damage,rce,vision_score,vspm,wards_placed,wards_killed,vision_efficiency,team_dragons,team_barons,team_towers,gold_diff_10,xp_diff_10,cs_diff_10,lane_pressure_index
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,TOP,K'Sante,True,3,1,10,13.0,18252.0,625.4255,11503.0,262.3073,231.998745,7.9497,24.0,0.5416666666666666,6.5,0.201328,90658.0306763093,2.3843236539737935,14.0,0.47972587093089664,6.0,2.0,0.2741290691033695,,0.0,,-732.0,-660.0,-11.0,467.6666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,JUNGLE,Wukong,True,7,2,9,8.0,12390.0,424.5574,13528.0,331.6962,240.99888500000003,8.2581,24.0,0.6666666666666666,5.333333333333333,0.136667,90658.31546752324,1.2799585886121094,39.0,1.3363792118789264,8.0,10.0,0.6167904054825813,,1.0,,-111.0,176.0,3.0,96.66666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,MIDDLE,Taliyah,True,8,0,13,21.0,29433.0,1008.5551,14156.0,353.2153,255.99911833333334,8.7721,24.0,0.875,21.0,0.32466,90657.91905377933,2.8553550766345626,36.0,1.2335808109651627,16.0,6.0,0.7538549400342661,,0.0,,290.0,535.0,11.0,278.6666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,BOTTOM,Corki,True,6,0,12,18.0,25069.0,859.0177,13800.0,341.0166,255.99911833333334,8.7721,24.0,0.75,18.0,0.276523,90657.91995602535,2.518990864374344,29.0,0.9937178754997145,15.0,4.0,0.6510565391205025,,0.0,,323.0,-36.0,5.0,121.33333333333333
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,UTILITY,Rakan,True,0,2,19,9.5,5514.0,188.9435,8155.0,147.5842,36.00056,1.2336,24.0,0.7916666666666666,6.333333333333333,0.060822,90657.98559731676,1.2802420584317291,121.0,4.146202170188464,47.0,20.0,2.2958309537407198,,0.0,,-256.0,-160.0,-4.0,140.0
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,TOP,Aatrox,False,1,3,0,0.3333333333333333,12695.0,435.0086,10877.0,240.8567,229.99968666666666,7.8812,5.0,0.2,0.25,0.213573,59441.034213126186,1.8060888486805642,21.0,0.7195888063963449,8.0,3.0,0.37692747001713306,,0.0,,732.0,660.0,11.0,467.6666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,JUNGLE,Xin Zhao,False,0,7,4,0.5714285714285714,7965.0,272.9298,9012.0,176.9503,184.99898666666667,6.3392,5.0,0.8,0.5,0.133998,59441.18568933864,1.542409365793672,39.0,1.3363792118789264,9.0,7.0,0.548258138206739,,0.0,,111.0,-176.0,-3.0,96.66666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,MIDDLE,Orianna,False,1,5,2,0.6,15547.0,532.7356,10461.0,226.6019,228.00062833333334,7.8127,5.0,0.6,0.5,0.261553,59441.1075384339,2.3509758744300027,19.0,0.6510565391205025,9.0,4.0,0.44545973729297544,,0.0,,-290.0,-535.0,-11.0,278.6666666666667
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,BOTTOM,Kai'Sa,False,3,3,2,1.6666666666666667,20100.0,688.7493,11535.0,263.4038,273.9993983333333,9.3889,5.0,1.0,1.25,0.33815,59441.07644536448,2.614803962585202,32.0,1.096516276413478,11.0,9.0,0.6853226727584237,,0.0,,-323.0,36.0,-5.0,121.33333333333333
pro,PRO,LOLTMNT01_298441,15.2,29.183333333333334,UTILITY,Alistar,False,0,6,5,0.8333333333333334,3134.0,107.3901,6175.0,79.7373,28.001408333333334,0.9595,5.0,1.0,0.7142857142857143,0.0527246,59440.94407544106,1.3467988005613434,89.0,3.049685893774986,51.0,8.0,2.0217018846373502,,0.0,,256.0,160.0,4.0,140.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,TOP,Jayce,False,3,4,2,1.25,21306.0,672.1136,13977.0,309.8107,255.00114,8.0442,12.0,0.4166666666666667,1.0,0.250435,85075.96781600015,2.1694331409470364,22.0,0.694006309148265,7.0,7.0,0.44164037854889593,,0.0,,471.0,508.0,21.0,333.3333333333333
pro,PRO,LOLTMNT01_298442,15.2,31.7,JUNGLE,Maokai,False,2,5,6,1.6,19002.0,599.4322,11690.0,237.6656,159.99940999999998,5.0473,12.0,0.6666666666666666,1.3333333333333333,0.223353,85076.090314435,2.522166438895658,28.0,0.8832807570977919,8.0,4.0,0.37854889589905366,,0.0,,-384.0,-935.0,-16.0,445.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,MIDDLE,Orianna,False,1,4,3,1.0,19357.0,610.6309,12512.0,263.5962,264.00077,8.3281,12.0,0.3333333333333333,0.8,0.227526,85075.99131527825,2.3165390851613186,26.0,0.8201892744479495,14.0,2.0,0.5047318611987381,,0.0,,392.0,561.0,23.0,325.3333333333333
pro,PRO,LOLTMNT01_298442,15.2,31.7,BOTTOM,Caitlyn,False,3,6,1,0.6666666666666666,16745.0,528.2334,12424.0,260.8202,236.00016,7.4448,12.0,0.3333333333333333,0.5714285714285714,0.196824,85076.00699101736,2.0252779500974234,26.0,0.8201892744479495,12.0,6.0,0.5678233438485805,,0.0,,-317.0,-350.0,-5.0,224.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,UTILITY,Bard,False,3,7,3,0.8571428571428571,8666.0,273.3754,8966.0,151.735,21.999799999999997,0.694,12.0,0.5,0.75,0.101862,85075.88698435138,1.8016634263683395,117.0,3.690851735015773,54.0,14.0,2.145110410094637,,0.0,,422.0,278.0,-5.0,235.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,TOP,Ornn,True,4,4,9,3.25,14630.0,461.5142,11344.0,226.7508,157.99914,4.9842,26.0,0.5,2.6,0.150332,97317.93630098716,2.035336589771679,22.0,0.694006309148265,10.0,1.0,0.3470031545741325,,0.0,,-471.0,-508.0,-21.0,333.3333333333333
pro,PRO,LOLTMNT01_298442,15.2,31.7,JUNGLE,Sylas,True,2,1,14,16.0,18801.0,593.0915,13169.0,284.3218,253.99942000000001,8.0126,26.0,0.6153846153846154,8.0,0.193191,97318.19805270432,2.0859867234942944,38.0,1.1987381703470033,7.0,10.0,0.5362776025236593,,1.0,,384.0,935.0,16.0,445.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,MIDDLE,Taliyah,True,7,4,11,4.5,28148.0,887.9495,14844.0,337.1609,279.99976000000004,8.8328,26.0,0.6923076923076923,3.6,0.289237,97318.11628526087,2.6336075743065104,26.0,0.8201892744479495,14.0,7.0,0.6624605678233438,,0.0,,-392.0,-561.0,-23.0,325.3333333333333
pro,PRO,LOLTMNT01_298442,15.2,31.7,BOTTOM,Kai'Sa,True,13,2,8,10.5,27255.0,859.7792,18211.0,443.3754,306.99865,9.6845,26.0,0.8076923076923077,7.0,0.280061,97318.08427449733,1.939167576730689,30.0,0.9463722397476341,8.0,9.0,0.5362776025236593,,0.0,,317.0,350.0,5.0,224.0
pro,PRO,LOLTMNT01_298442,15.2,31.7,UTILITY,Rakan,True,0,1,21,21.0,8484.0,267.6341,9057.0,154.6057,43.999599999999994,1.388,26.0,0.8076923076923077,10.5,0.0871781,97318.0190896567,1.731075244961861,131.0,4.132492113564669,56.0,22.0,2.460567823343849,,0.0,,-422.0,-278.0,5.0,235.0
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,TOP,Sion,True,4,0,9,13.0,12251.0,442.0084,11411.0,279.3626,206.00135333333333,7.4324,23.0,0.5652173913043478,13.0,0.138368,88539.25763182239,1.5822032011443192,26.0,0.9380637402285028,14.0,3.0,0.6133493686109441,,0.0,,-232.0,-363.0,-4.0,199.66666666666666
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,JUNGLE,Xin Zhao,True,2,0,17,19.0,12715.0,458.7492,11683.0,289.1762,214.00038333333333,7.721,23.0,0.8260869565217391,19.0,0.143609,88539.01914225433,1.5864002639221346,37.0,1.3349368610944077,12.0,4.0,0.5772699939867709,,0.0,,39.0,-66.0,0.0,35.0
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,MIDDLE,Orianna,True,9,0,14,23.0,29444.0,1062.3211,14200.0,379.988,257.00001999999995,9.2724,23.0,1.0,23.0,0.332554,88539.00419180043,2.7956701264250445,34.0,1.2266987372218883,12.0,10.0,0.7937462417318101,,1.0,,400.0,353.0,16.0,256.3333333333333
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,BOTTOM,Corki,True,8,2,12,10.0,25753.0,929.1521,13958.0,371.2568,269.00133666666665,9.7054,23.0,0.8695652173913043,6.666666666666667,0.290866,88539.05234712892,2.5027207582460442,30.0,1.0823812387251954,11.0,8.0,0.6855081178592904,,0.0,,126.0,461.0,12.0,199.66666666666666
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,UTILITY,Poppy,True,0,1,19,19.0,8376.0,302.2008,7566.0,140.6374,31.998891666666665,1.1545,23.0,0.8260869565217391,9.5,0.0946024,88538.97998359449,2.1487939907876568,105.0,3.788334335538184,45.0,16.0,2.2008418520745643,,0.0,,102.0,-307.0,-5.0,138.0
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,TOP,Ambessa,False,0,5,2,0.4,12678.0,457.4143,8726.0,182.4895,212.99981166666666,7.6849,3.0,0.6666666666666666,0.3333333333333333,0.218165,58111.979465083765,2.5065239369936356,23.0,0.8298256163559832,9.0,3.0,0.4329524954900782,,0.0,,232.0,363.0,4.0,199.66666666666666
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,JUNGLE,Wukong,False,0,3,1,0.3333333333333333,6257.0,225.7486,8638.0,179.3145,196.00118,7.0716,3.0,0.3333333333333333,0.25,0.107671,58112.212201985676,1.2589534030990244,39.0,1.407095610342754,8.0,10.0,0.6494287432351173,,0.0,,-39.0,66.0,0.0,35.0
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,MIDDLE,Aurora,False,1,5,2,0.6,17990.0,649.0679,8556.0,176.356,197.99955166666666,7.1437,3.0,1.0,0.5,0.309575,58111.92764273601,3.6804412665290664,20.0,0.7215874924834637,7.0,4.0,0.39687312086590504,,0.0,,-400.0,-353.0,-16.0,256.3333333333333
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,BOTTOM,Kai'Sa,False,2,5,1,0.6,16060.0,579.4348,11489.0,282.1768,263.00067833333327,9.4889,3.0,1.0,0.5,0.276363,58111.97591573401,2.053445924682681,24.0,0.8659049909801564,12.0,5.0,0.6133493686109441,,0.0,,-126.0,-461.0,-12.0,199.66666666666666
pro,PRO,LOLTMNT01_299401,15.2,27.716666666666665,UTILITY,Alistar,False,0,5,2,0.4,5127.0,184.979,5404.0,62.6338,32.99946333333333,1.1906,3.0,0.6666666666666666,0.3333333333333333,0.0882262,58111.98940904176,2.9533414865456034,78.0,2.814191220685508,43.0,6.0,1.767889356584486,,0.0,,-102.0,307.0,5.0,138.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,TOP,Jax,True,6,2,7,6.5,21960.0,685.8928,15164.0,342.634,260.99986666666666,8.152,22.0,0.5909090909090909,4.333333333333333,0.213092,103054.07992791846,2.001823520141025,17.0,0.5309734513274337,10.0,4.0,0.4372722540343571,,0.0,,1344.0,1101.0,6.0,817.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,JUNGLE,Sejuani,True,2,1,13,15.0,16777.0,524.0083,12033.0,244.8412,186.000825,5.8095,22.0,0.6818181818181818,7.5,0.162798,103054.09157360655,2.1401965845617488,46.0,1.4367516918271734,11.0,8.0,0.5934409161894847,,1.0,,43.0,-169.0,-10.0,74.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,MIDDLE,Sett,True,5,2,7,6.0,20825.0,650.4425,13942.0,304.4664,254.99994333333333,7.9646,22.0,0.5454545454545454,4.0,0.202079,103053.75620425674,2.1363358978199236,38.0,1.1868818323789694,9.0,9.0,0.5622071837584591,,0.0,,188.0,-48.0,8.0,81.33333333333333
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,BOTTOM,Smolder,True,7,2,5,6.0,35845.0,1119.5731,16678.0,389.9219,378.00157333333334,11.8064,22.0,0.5454545454545454,4.0,0.347827,103054.10448297573,2.871275247684216,32.0,0.9994794377928162,12.0,10.0,0.6871421134825612,,0.0,,-14.0,45.0,1.0,20.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,UTILITY,Bard,True,2,3,11,4.333333333333333,7647.0,238.8444,8797.0,143.7689,26.000735000000002,0.8121,22.0,0.5909090909090909,3.25,0.0742038,103054.02149216078,1.66130783500465,114.0,3.560645497136908,45.0,14.0,1.842790213430505,,0.0,,97.0,249.0,-4.0,116.66666666666667
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,TOP,Vladimir,False,6,7,2,1.1428571428571428,34707.0,1084.0292,16152.0,373.493,290.99948333333333,9.089,10.0,0.8,1.0,0.361674,95962.10952404652,2.9024083450024496,21.0,0.6559083810515357,6.0,5.0,0.3435710567412806,,0.0,,-1344.0,-1101.0,-6.0,817.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,JUNGLE,Jarvan IV,False,1,5,5,1.2,9120.0,284.8516,9717.0,172.5039,198.99959166666665,6.2155,10.0,0.6,1.0,0.0950376,95962.01924291017,1.6512762899853282,26.0,0.8120770432066632,5.0,6.0,0.3435710567412806,,0.0,,-43.0,169.0,10.0,74.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,MIDDLE,Galio,False,0,4,6,1.5,22348.0,698.0115,10203.0,187.6835,246.00005833333333,7.6835,10.0,0.6,1.2,0.232884,95961.93813228904,3.7190882522970847,24.0,0.7496095783446122,10.0,4.0,0.4372722540343571,,0.0,,-188.0,48.0,-8.0,81.33333333333333
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,BOTTOM,Jhin,False,2,2,4,3.0,18290.0,571.265,13270.0,283.4774,307.00141333333335,9.5888,10.0,0.6,2.0,0.190596,95962.13981405697,2.0152047394254358,20.0,0.6246746486205101,11.0,3.0,0.4372722540343571,,0.0,,14.0,-45.0,-1.0,20.0
pro,PRO,LOLTMNT01_298457,15.2,32.016666666666666,UTILITY,Poppy,False,1,4,7,2.0,11497.0,359.0942,7034.0,88.7038,29.999616666666668,0.937,10.0,0.8,1.6,0.119808,95961.87232905983,4.0482391960660085,113.0,3.5294117647058822,65.0,13.0,2.4362311296199897,,0.0,,-97.0,-249.0,4.0,116.66666666666667
pro,PRO,LOLTMNT01_298463,15.2,28.05,TOP,K'Sante,False,0,3,3,1.0,7579.0,270.1961,9979.0,223.5294,237.00006,8.4492,9.0,0.3333333333333333,0.75,0.110222,68761.22734118416,1.208772089935373,25.0,0.8912655971479501,8.0,6.0,0.49910873440285203,,0.0,,117.0,-667.0,-1.0,261.6666666666667
pro,PRO,LOLTMNT01_298463,15.2,28.05,JUNGLE,Qiyana,False,3,3,5,2.6666666666666665,15457.0,551.0517,11305.0,270.8021,239.99860500000003,8.5561,9.0,0.8888888888888888,2.0,0.224793,68761.03793267584,2.034887100210818,64.0,2.2816399286987523,12.0,19.0,1.1051693404634582,,0.0,,338.0,-86.0,-2.0,142.0
pro,PRO,LOLTMNT01_298463,15.2,28.05,MIDDLE,Ryze,False,5,3,3,2.6666666666666665,17246.0,614.8307,11579.0,280.5704,239.00002500000002,8.5205,9.0,0.8888888888888888,2.0,0.250811,68760.93951222235,2.1913598155756984,16.0,0.5704099821746881,6.0,2.0,0.28520499108734404,,0.0,,827.0,296.0,-2.0,375.0
pro,PRO,LOLTMNT01_298463,15.2,28.05,BOTTOM,Ezreal,False,0,2,4,2.0,21040.0,750.0891,9088.0,191.7647,227.99881499999998,8.1283,9.0,0.4444444444444444,1.3333333333333333,0.305987,68761.09115746747,3.9115076966720155,25.0,0.8912655971479501,8.0,8.0,0.5704099821746881,,0.0,,-14.0,332.0,4.0,116.66666666666667
pro,PRO,LOLTMNT01_298463,15.2,28.05,UTILITY,Leona,False,1,4,8,2.25,7439.0,265.205,6757.0,108.6631,35.00079,1.2478,9.0,1.0,1.8,0.108186,68761.20754996025,2.44061691595399,107.0,3.8146167557932262,49.0,13.0,2.2103386809269163,,0.0,,424.0,-43.0,2.0,156.33333333333334
pro,PRO,LOLTMNT01_298463,15.2,28.05,TOP,Poppy,True,6,1,3,9.0,14951.0,533.0125,12296.0,306.1319,227.00023500000003,8.0927,15.0,0.6,4.5,0.212417,70385.13866592599,1.741120412475799,32.0,1.1408199643493762,11.0,7.0,0.6417112299465241,,0.0,,-117.0,667.0,1.0,261.6666666666667
pro,PRO,LOLTMNT01_298463,15.2,28.05,JUNGLE,Xin Zhao,True,4,1,8,12.0,13902.0,495.615,11612.0,281.7469,207.999165,7.4153,15.0,0.8,6.0,0.197514,70384.88410948084,1.7590788044163044,48.0,1.7112299465240641,12.0,9.0,0.7486631016042781,,1.0,,-338.0,86.0,2.0,142.0
pro,PRO,LOLTMNT01_298463,15.2,28.05,MIDDLE,Anivia,True,1,3,10,3.6666666666666665,11904.0,424.385,10924.0,257.2193,227.99881499999998,8.1283,15.0,0.7333333333333333,2.75,0.169127,70384.97696996931,1.6498956338035289,30.0,1.0695187165775402,11.0,6.0,0.6060606060606061,,0.0,,-827.0,-296.0,2.0,375.0
pro,PRO,LOLTMNT01_298463,15.2,28.05,BOTTOM,Varus,True,4,2,6,5.0,22977.0,819.1444,12079.0,298.3957,254.999745,9.0909,15.0,0.6666666666666666,3.3333333333333335,0.326447,70385.08548095096,2.74516154220721,32.0,1.1408199643493762,13.0,9.0,0.7843137254901961,,0.0,,14.0,-332.0,-4.0,116.66666666666667
pro,PRO,LOLTMNT01_298463,15.2,28.05,UTILITY,Braum,True,0,2,13,6.5,6651.0,237.1123,7148.0,122.6025,21.999615000000002,0.7843,15.0,0.8666666666666667,4.333333333333333,0.0944946,70384.97437948835,1.933992373728105,93.0,3.3155080213903743,55.0,7.0,2.2103386809269163,,0.0,,-424.0,43.0,-2.0,156.33333333333334
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,TOP,Sion,True,8,1,16,24.0,18844.0,758.8188,11301.0,321.5839,175.9988,7.0872,26.0,0.9230769230769231,12.0,0.227546,82814.02441704096,2.3596293222390794,28.0,1.12751677852349,16.0,2.0,0.7248322147651007,,0.0,,1132.0,1308.0,20.0,820.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,JUNGLE,Xin Zhao,True,3,1,12,15.0,11314.0,455.5973,9498.0,248.9799,169.99906666666666,6.8456,26.0,0.5769230769230769,7.5,0.136619,82814.24984811776,1.8298557433752687,30.0,1.2080536912751678,7.0,3.0,0.4026845637583893,,0.0,,-461.0,86.0,0.0,182.33333333333334
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,MIDDLE,Azir,True,5,1,8,13.0,14728.0,593.0738,11101.0,313.5302,214.99955,8.6577,26.0,0.5,6.5,0.177844,82814.15172848114,1.8916002350012855,29.0,1.167785234899329,10.0,5.0,0.6040268456375839,,0.0,,128.0,-1065.0,-16.0,403.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,BOTTOM,Lucian,True,8,0,11,19.0,29628.0,1193.0738,12030.0,350.9396,223.99915,9.0201,26.0,0.7307692307692307,19.0,0.357766,82813.90629629423,3.399655667243024,38.0,1.5302013422818792,14.0,12.0,1.0469798657718121,,0.0,,298.0,322.0,1.0,207.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,UTILITY,Braum,True,2,1,20,22.0,8300.0,334.2282,7574.0,171.5034,36.999183333333335,1.4899,26.0,0.8461538461538461,11.0,0.100225,82813.66924420056,1.9488138427576365,78.0,3.1409395973154366,34.0,10.0,1.7718120805369129,,0.0,,95.0,-101.0,2.0,66.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,TOP,K'Sante,False,0,4,1,0.25,7879.0,317.2752,7429.0,165.6644,181.0002333333333,7.2886,4.0,0.25,0.2,0.129266,60951.835749539714,1.9151682558232184,18.0,0.7248322147651007,4.0,5.0,0.36241610738255037,,0.0,,-1132.0,-1308.0,-20.0,820.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,JUNGLE,Pantheon,False,2,8,0,0.25,10638.0,428.3758,7279.0,159.6242,134.99896666666666,5.4362,4.0,0.5,0.2222222222222222,0.174531,60951.92258108875,2.683651977582347,32.0,1.2885906040268458,11.0,5.0,0.6442953020134229,,0.0,,461.0,-86.0,0.0,182.33333333333334
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,MIDDLE,Taliyah,False,0,3,2,0.6666666666666666,18938.0,762.604,8447.0,206.6577,236.00109999999998,9.5034,4.0,0.5,0.5,0.310704,60951.902775632116,3.690179461012099,25.0,1.0067114093959733,10.0,6.0,0.6442953020134229,,0.0,,-128.0,1065.0,16.0,403.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,BOTTOM,Senna,False,2,3,1,1.0,20826.0,838.6309,9316.0,241.651,204.00086666666667,8.2148,4.0,0.75,0.75,0.341679,60951.94612487159,3.470421806655052,15.0,0.6040268456375839,12.0,2.0,0.563758389261745,,0.0,,-298.0,-322.0,-1.0,207.0
pro,PRO,LOLTMNT01_298478,15.2,24.833333333333332,UTILITY,Alistar,False,0,8,4,0.5,2671.0,107.557,5383.0,83.2752,36.999183333333335,1.4899,4.0,1.0,0.4444444444444444,0.0438214,60951.95498089974,1.2915850097027688,80.0,3.2214765100671143,36.0,14.0,2.0134228187919465,,0.0,,-95.0,101.0,-2.0,66.0
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,TOP,Ambessa,True,14,1,4,18.0,31356.0,1240.1846,14792.0,451.7601,202.99988333333334,8.029,24.0,0.75,9.0,0.375989,83396.05679953402,2.74522827491848,16.0,0.6328279499011206,7.0,3.0,0.39551746868820037,,0.0,,786.0,1251.0,11.0,682.6666666666666
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,JUNGLE,Jarvan IV,True,4,0,9,13.0,9284.0,367.1984,11259.0,312.0237,220.00039666666666,8.7014,24.0,0.5416666666666666,13.0,0.111324,83396.21285616758,1.1768285550104045,48.0,1.8984838497033618,8.0,12.0,0.7910349373764007,,0.0,,648.0,254.0,0.0,300.6666666666667
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,MIDDLE,Orianna,True,2,2,8,5.0,22468.0,888.6486,10846.0,295.6889,231.9998666666667,9.176,24.0,0.4166666666666667,3.3333333333333335,0.269413,83396.1241662429,3.0053498795524622,16.0,0.6328279499011206,10.0,2.0,0.47462096242584045,,0.0,,127.0,177.0,0.0,101.33333333333333
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,BOTTOM,Lucian,True,3,1,9,12.0,14281.0,564.8385,11346.0,315.4647,251.0002916666667,9.9275,24.0,0.5,6.0,0.171243,83396.10962199915,1.7904966863170426,25.0,0.9887936717205009,11.0,7.0,0.7119314436387607,,0.0,,777.0,-27.0,20.0,274.6666666666667
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,UTILITY,Braum,True,1,2,14,7.5,6007.0,237.5873,7249.0,153.4212,40.999453333333335,1.6216,24.0,0.625,5.0,0.0720298,83396.03886169335,1.548594979051135,82.0,3.243243243243243,32.0,16.0,1.8984838497033618,,0.0,,416.0,613.0,6.0,345.0
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,TOP,Rumble,False,2,8,1,0.375,14544.0,575.2406,9333.0,235.8471,193.000325,7.6335,6.0,0.5,0.3333333333333333,0.264783,54927.997643353236,2.439040378278978,22.0,0.8701384311140408,8.0,3.0,0.4350692155570204,,0.0,,-786.0,-1251.0,-11.0,682.6666666666666
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,JUNGLE,Xin Zhao,False,1,4,4,1.25,5240.0,207.2512,8304.0,195.1483,162.00043000000002,6.4074,6.0,0.8333333333333334,1.0,0.0953976,54928.00657458888,1.0620189876109605,31.0,1.2261041529334211,8.0,5.0,0.5141727092946605,,0.0,,-648.0,-254.0,0.0,300.6666666666667
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,MIDDLE,Ryze,False,3,5,3,1.2,14896.0,589.1628,9985.0,261.6348,212.00075,8.385,6.0,1.0,1.0,0.271191,54928.076521713476,2.251851817877438,23.0,0.9096901779828609,11.0,7.0,0.7119314436387607,,0.0,,-127.0,-177.0,0.0,101.33333333333333
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,BOTTOM,Corki,False,0,4,3,0.75,18007.0,712.2083,8484.0,202.2676,206.00101500000002,8.1477,6.0,0.5,0.6,0.327829,54928.02650162127,3.521119052186312,20.0,0.7910349373764007,8.0,5.0,0.5141727092946605,,0.0,,-777.0,27.0,-20.0,274.6666666666667
pro,PRO,LOLTMNT01_298616,15.2,25.283333333333335,UTILITY,Alistar,False,0,3,3,1.0,2241.0,88.6355,5710.0,92.5511,28.999983333333336,1.147,6.0,0.5,0.75,0.0407989,54927.95148888818,0.9576925611905206,68.0,2.6895187870797623,38.0,6.0,1.7402768622280815,,0.0,,-416.0,-613.0,-6.0,345.0
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,TOP,Aatrox,True,4,3,6,3.3333333333333335,22498.0,800.166,12634.0,317.1429,237.00100666666665,8.4292,23.0,0.43478260869565216,2.5,0.254802,88296.01023539847,2.5230456049938375,25.0,0.8891523414344991,11.0,2.0,0.4623592175459395,,0.0,,-149.0,-55.0,9.0,71.0
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,JUNGLE,Lee Sin,True,5,1,11,16.0,14811.0,526.7694,12053.0,296.479,202.99952166666668,7.2199,23.0,0.6956521739130435,8.0,0.167743,88295.7858152054,1.7767511358308685,34.0,1.2092471843509187,15.0,1.0,0.5690574985180794,,0.0,,545.0,502.0,10.0,352.3333333333333
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,MIDDLE,LeBlanc,True,4,3,6,3.3333333333333335,19964.0,710.0415,12926.0,327.5282,237.99914833333335,8.4647,23.0,0.43478260869565216,2.5,0.226103,88296.04206932239,2.167878979580995,31.0,1.102548903378779,9.0,7.0,0.5690574985180794,,0.0,,-875.0,-908.0,-22.0,601.6666666666666
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,BOTTOM,Corki,True,9,2,7,8.0,23667.0,841.7427,14928.0,398.7315,267.9996316666667,9.5317,23.0,0.6956521739130435,5.333333333333333,0.268042,88295.86408100223,2.1110514218214513,28.0,0.995850622406639,13.0,4.0,0.6046235921754594,,1.0,,246.0,-166.0,-3.0,138.33333333333334
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,UTILITY,Pyke,True,1,1,13,14.0,7356.0,261.6242,8724.0,178.0794,42.99881833333334,1.5293,23.0,0.6086956521739131,7.0,0.0833107,88295.9811884908,1.469143539342563,125.0,4.445761707172496,47.0,27.0,2.6318909306461173,,0.0,,-43.0,400.0,-4.0,149.0
pro,PRO,LOLTMNT01_299599,15.2,28.116666666666667,TOP,Ambessa,False,3,6,0,0.5,28168.0,1001.8257,10756.0,250.3497,229.99995666666666,8.1802,10.0,0.3,0.42857142857142855,0.366943,76763.96606557422,4.001705214745614,19.0,0.6757557794902194,7.0,4.0,0.3912270302311796,,0.0,,149.0,55.0,-9.0,71.0
